opisto_id,opisto_brand_name,opisto_model_name,body_type,start,end,ovoko_ model_id
18881,SUBARU,LEGACY 4 PHASE 2,Berline,9/1/2006,12/31/2015,1318
18884,SUBARU,LEGACY 4 PHASE 2 BREAK,Break,9/1/2006,12/31/2015,1318
19021,TOYOTA,DYNA PHASE 1,Chassis,1/1/1986,12/31/2007,1774
18043,NISSAN,CABSTAR NT400,Chassis,1/1/2014,,no category on Ovoko
18455,RENAULT,B110,Fourgon,9/1/1996,6/30/1999,no category on Ovoko
17076,FUSO,CANTER,Chassis,11/1/2010,,no category on Ovoko
17955,MITSUBISHI,CANTER PHASE 3,Chassis,1/1/2017,,no category on Ovoko
18480,RENAULT,D,Chassis,1/1/2016,,no category on Ovoko
16747,DAEWOO,REXTON,SUV,7/1/2002,12/31/2004,3448
16539,CHEVROLET,M100,Berline,7/1/2003,6/30/2005,3452
19019,TOYOTA,CRESSIDA,Berline,1/1/1977,6/30/1990,3484
19020,TOYOTA,CRESSIDA BREAK,Break,1/1/1977,6/30/1990,3484
18453,RENAULT,ALPINE GT COUPE,Coupé,3/1/1985,4/30/1991,no category on Ovoko
17164,HONDA,PRELUDE 2 COUPE,Coupé,7/1/1983,11/30/1987,727
18456,RENAULT,B70,Fourgon,1/1/1983,12/31/1990,213
18457,RENAULT,B80,Fourgon,9/1/1990,6/30/1999,213
18458,RENAULT,B90,Chassis,8/1/1990,1/31/1992,213
19676,FERRARI,LAFERRARI CABRIOLET,Cabriolet,10/1/2016,,3428
20445,FERRARI,LAFERRARI COUPE,Coupé,10/1/2016,,3428
17656,MAZDA,929 1,Berline,1/1/1973,6/30/1984,993
20270,MC LAREN,765LT CABRIOLET,Cabriolet,3/1/2020,,3436
16686,CITROEN,SPACE TOURER CAMPSTER,Minibus,10/1/2016,,3277
19729,HYUNDAI,CRETA,Tout-Terrain,1/1/2016,,3453
19342,VOLKSWAGEN,XL1 COUPE,Coupé,6/1/2014,,3458
17570,LEXUS,LFA COUPE,Coupé,11/1/2010,,3474
19692,ASTON MARTIN,ZAGATO COUPE,Coupé,5/1/2012,,3469
20395,GOUPIL,G3,Fourgon,6/1/2012,,3430
20396,GOUPIL,G3,Chassis,6/1/2012,,3430
19731,GOUPIL,G3,Fourgon,1/1/2016,,3430
19739,GOUPIL,G3,Chassis,1/1/2016,,3430
20394,GOUPIL,G3 BENNE,Benne,6/1/2012,,3430
19738,GOUPIL,G3 BENNE,Benne,1/1/2016,,3430
19749,GOUPIL,G5,Fourgon,1/1/2016,,3432
19750,GOUPIL,G5,Chassis,1/1/2016,,3432
19740,GOUPIL,G5 BENNE,Benne,1/1/2016,,3432
17369,KIA,CADENZA,Berline,1/1/2011,,3449
20398,LIGIER PROFESSIONAL,BE SUN,Chassis,7/1/2011,,3463
19656,MORGAN,ROADSTER CABRIOLET,Cabriolet,11/1/2011,,3477
18588,RENAULT,R30,Berline,1/1/1979,3/31/1994,3505
16009,ALFA ROMEO,1750,Berline,3/1/1968,10/31/1972,3420
16010,ALFA ROMEO,2000 COUPE,Coupé,10/1/1971,7/31/1975,3420
16798,DS,DS3 PHASE 3,Berline,4/1/2016,,3507
16803,DS,DS4 1 PHASE 1,Berline,1/1/2011,3/31/2016,3175
16805,DS,DS5 PHASE 1,Berline,6/1/2011,5/31/2015,3508
16804,DS,DS5 PHASE 2,Berline,6/1/2015,,3508
16264,BMW,16020000000000,Berline,4/1/1971,7/31/1975,no category on Ovoko
16265,BMW,20020000000000,Berline,6/1/1968,4/30/1972,no category on Ovoko
16476,BUICK,U100 BREAK,Break,11/1/2002,,no category on Ovoko
17391,KIA,K 1,Chassis,12/1/1998,,no category on Ovoko
17457,LADA,CHEVROLET PHASE 2,Tout-Terrain,9/1/1994,,no category on Ovoko
20115,LAND ROVER,DEFENDER 5 LIMITED,Tout-Terrain,10/1/2016,,no category on Ovoko
17530,LAND ROVER,LAND ROVER,Tout-Terrain,1/1/1983,6/30/2001,no category on Ovoko
17758,MERCEDES,410D,Chassis,11/1/1988,6/30/1995,no category on Ovoko
19677,MORGAN,FOUR FOUR CABRIOLET,Cabriolet,1/1/2004,,no category on Ovoko
17316,JAGUAR,XJ 2 PHASE 2 CABRIOLET,Cabriolet,4/1/1988,9/30/1991,819
17317,JAGUAR,XJ 2 PHASE 2 COUPE,Coupé,1/1/1987,9/30/1991,819
17314,JAGUAR,XJ 2 PHASE 3 CABRIOLET,Cabriolet,9/1/1991,12/31/1996,818
17318,JAGUAR,XJ 2 PHASE 3 COUPE,Coupé,9/1/1991,12/31/1996,818
17326,JAGUAR,XJ XJ220 PHASE 3 COUPE,Coupé,9/1/1991,12/31/1996,818
16800,DS,DS3 CABRIOLET PHASE 2,Cabriolet,6/1/2014,3/31/2016,3506
16799,DS,DS3 CABRIOLET PHASE 3,Cabriolet,4/1/2016,,3506
16796,DS,DS3 PHASE 1,Berline,11/1/2009,6/30/2014,3506
16797,DS,DS3 PHASE 2,Berline,6/1/2014,4/30/2016,3506
17315,JAGUAR,XJ 2 PHASE 1 CABRIOLET,Cabriolet,3/1/1986,4/30/1988,2305
17319,JAGUAR,XJ 2 PHASE 1 COUPE,Coupé,1/1/1975,12/31/1983,2305
19682,MC LAREN,675LT CABRIOLET,Cabriolet,8/1/2016,,3435
19748,BLUECAR,BLUESUMMER CABRIOLET,Cabriolet,3/1/2015,,no category on Ovoko
19747,BLUECAR,BLUEUTILITY,Berline,1/1/2011,,no category on Ovoko
20401,BLUECAR,GOLIA,Minibus,1/1/2011,,no category on Ovoko
19758,BONETTI,FX100 35E6C BENNE,Benne,12/1/2017,,no category on Ovoko
20399,BRANDT MOTORS,CITELEC,Chassis,11/1/2013,,no category on Ovoko
20430,CECOMP,BLUECAR,Berline,1/1/2011,,no category on Ovoko
16562,CHRYSLER,ES,Berline,9/1/1987,6/30/1991,no category on Ovoko
20131,DR,3,SUV,2/1/2018,,no category on Ovoko
20354,DR,5,SUV,1/1/2020,,no category on Ovoko
20240,DR,F35,SUV,1/1/2020,,no category on Ovoko
19755,DR,ZERO,Berline,4/1/2015,,no category on Ovoko
20402,ESAGONO ENERGIA,GASTONE,Chassis,10/1/2016,,no category on Ovoko
20403,ESAGONO ENERGIA,GASTONE,Fourgon,10/1/2016,,no category on Ovoko
20255,ESAGONO ENERGIA,GASTONE BENNE,Benne,10/1/2016,,no category on Ovoko
20256,ESAGONO ENERGIA,GECO,Fourgon,10/1/2016,,no category on Ovoko
20424,ESAGONO ENERGIA,GOLIA,Minibus,1/1/2011,,no category on Ovoko
20257,ESAGONO ENERGIA,GRIFO,Fourgon,10/1/2016,,no category on Ovoko
20390,GARIA,UTILITY URBAN,Chassis,5/1/2021,,no category on Ovoko
19751,GIOTTI VICTORIA,C31,Chassis,3/1/2017,,no category on Ovoko
19746,GIOTTI VICTORIA,C31 BENNE,Benne,3/1/2017,,no category on Ovoko
19752,GIOTTI VICTORIA,C35,Fourgon,3/1/2017,,no category on Ovoko
19662,GIOTTI VICTORIA,K-SERIES,Chassis,1/1/2010,,no category on Ovoko
20033,GOUPIL,G6,Chassis,7/1/2020,,no category on Ovoko
20271,GOUPIL,G6,Fourgon,7/1/2020,,no category on Ovoko
19736,HELEM,COLIBUS,Fourgon,4/1/2017,,no category on Ovoko
20397,LUMENEO,NEOMA,Berline,1/1/2013,,no category on Ovoko
19986,MEGA,MW12 E-WORKER,Chassis,9/1/2014,,no category on Ovoko
19987,MEGA,MW12 E-WORKER,Fourgon,9/1/2014,,no category on Ovoko
17763,MERCEDES,507,Fourgon,4/1/1986,4/30/1989,no category on Ovoko
17764,MERCEDES,512,Chassis,9/1/1996,12/31/2010,no category on Ovoko
17767,MERCEDES,611,Chassis,6/1/1994,12/31/1994,no category on Ovoko
17867,MERCEDES,CLASSE GLE 166,SUV,4/1/2015,,1621
17910,MERCEDES,L 508,Chassis,1/1/1970,12/31/1988,no category on Ovoko
17911,MERCEDES,MB 100 631,Fourgon,7/1/1988,12/31/1991,no category on Ovoko
17712,MERCEDES,SERIE L 601,Fourgon,6/1/1982,1/31/1990,no category on Ovoko
17747,MERCEDES,SERIE L 602,Fourgon,7/1/1984,1/31/1994,no category on Ovoko
20457,MICRO-VETT,FIORINO,Combi,5/1/2009,,no category on Ovoko
20458,MICRO-VETT,FIORINO,Fourgon,1/1/2010,12/31/2012,no category on Ovoko
20378,MOBILIZE,LIMO,Berline,1/1/2022,,no category on Ovoko
19650,MPM MOTORS,ERELIS 160 COUPE,Coupé,11/1/2018,,no category on Ovoko
19745,MPM MOTORS,ERELIS PS160 COUPE,Coupé,11/1/2018,,no category on Ovoko
18094,NISSAN,PICK-UP 1,Pickup,1/1/1972,12/31/1984,no category on Ovoko
18664,ROVER,MINI PHASE 1,Berline,9/1/1978,6/30/1982,no category on Ovoko
19734,SECMA,FUN CABRIOLET,Cabriolet,4/1/2016,,no category on Ovoko
19224,VOLKSWAGEN,COCCINELLE,Berline,7/1/1970,12/31/1999,no category on Ovoko
19223,VOLKSWAGEN,COCCINELLE CABRIOLET,Cabriolet,7/1/1970,12/31/1999,no category on Ovoko
20139,VOLKSWAGEN,KAEFER,Berline,7/1/1970,12/31/1999,no category on Ovoko
16111,AUDI,A4 1 AVANT PHASE 1 BREAK,Break,4/1/1996,2/28/1999,1
16112,AUDI,A4 1 AVANT PHASE 2 BREAK,Break,2/1/1999,9/30/2001,2
16114,AUDI,A4 1 AVANT S4 PHASE 1 BREAK,Break,4/1/1996,2/28/1999,1
16113,AUDI,A4 1 AVANT S4 PHASE 2 BREAK,Break,2/1/1999,9/30/2001,2
16109,AUDI,A4 1 PHASE 1,Berline,2/1/1995,2/28/1999,1
16110,AUDI,A4 1 PHASE 2,Berline,2/1/1999,1/31/2001,2
16115,AUDI,A4 1 S4 PHASE 1,Berline,2/1/1995,2/28/1999,1
16116,AUDI,A4 1 S4 PHASE 2,Berline,2/1/1999,1/31/2001,2
16119,AUDI,A4 2 AVANT PHASE 1 BREAK,Break,9/1/2001,11/30/2004,3
16122,AUDI,A4 2 AVANT S4 PHASE 1 BREAK,Break,6/1/2001,11/30/2004,3
16124,AUDI,A4 2 CABRIO PHASE 1,Cabriolet,4/1/2002,12/31/2005,3
16117,AUDI,A4 2 PHASE 1,Berline,1/1/2001,11/30/2004,3
16126,AUDI,A4 2 S4 PHASE 1,Berline,1/1/2001,11/30/2004,3
16163,AUDI,A6 1,Berline,7/1/1994,6/30/1997,6
16164,AUDI,A6 1 AVANT BREAK,Break,7/1/1994,1/31/1998,6
19525,AUDI,A6 1 AVANT S6 BREAK,Break,7/1/1994,1/31/1998,6
19524,AUDI,A6 1 S6,Berline,7/1/1994,6/30/1997,6
16168,AUDI,A6 2 AVANT PHASE 1 BREAK,Break,3/1/1998,7/31/2001,7
16169,AUDI,A6 2 AVANT PHASE 2 BREAK,Break,7/1/2001,4/30/2005,7
16170,AUDI,A6 2 AVANT S6 PHASE 1 BREAK,Break,3/1/1998,7/31/2001,7
16171,AUDI,A6 2 AVANT S6 PHASE 2 BREAK,Break,7/1/2001,4/30/2005,7
16166,AUDI,A6 2 PHASE 1,Berline,6/1/1997,7/31/2001,7
16165,AUDI,A6 2 PHASE 2,Berline,7/1/2001,5/31/2004,7
16173,AUDI,A6 2 S6 PHASE 1,Berline,6/1/1997,7/31/2001,7
16172,AUDI,A6 2 S6 PHASE 2,Berline,7/1/2001,5/31/2004,7
17229,HYUNDAI,JOICE,Monospace,9/1/1998,12/31/2002,?
20431,VEPB,BLUECAR,Berline,10/1/2011,,?
20258,XYT,PIXEL XL,Chassis,4/1/2020,,?
16081,AUDI,A3 1 PHASE 1,Berline,9/1/1996,10/31/2000,20
16082,AUDI,A3 1 PHASE 2,Berline,10/1/2000,6/30/2003,20
16084,AUDI,A3 1 S3 PHASE 1,Berline,9/1/1996,10/31/2000,20
16083,AUDI,A3 1 S3 PHASE 2,Berline,10/1/2000,6/30/2003,20
16087,AUDI,A3 2 CABRIO PHASE 2,Cabriolet,2/1/2008,,21
16086,AUDI,A3 2 PHASE 1,Berline,6/1/2003,6/30/2008,21
16085,AUDI,A3 2 PHASE 2,Berline,6/1/2008,7/31/2012,21
16088,AUDI,A3 2 S3 PHASE 2,Berline,6/1/2008,7/31/2012,21
16096,AUDI,A3 3 CABRIO PHASE 1,Cabriolet,3/1/2014,8/31/2016,22
16097,AUDI,A3 3 CABRIO PHASE 2,Cabriolet,8/1/2016,,22
16099,AUDI,A3 3 CABRIO S3 PHASE 1,Cabriolet,3/1/2014,8/31/2016,22
16098,AUDI,A3 3 CABRIO S3 PHASE 2,Cabriolet,8/1/2016,,22
19494,AUDI,A3 3 LIMOUSINE PHASE 1,Berline,6/1/2013,8/31/2016,22
19493,AUDI,A3 3 LIMOUSINE PHASE 2,Berline,8/1/2016,,22
19496,AUDI,A3 3 LIMOUSINE S3 PHASE 1,Berline,6/1/2013,8/31/2016,22
19495,AUDI,A3 3 LIMOUSINE S3 PHASE 2,Berline,8/1/2016,,22
16095,AUDI,A3 3 PHASE 1,Berline,6/1/2012,8/31/2016,22
16094,AUDI,A3 3 PHASE 2,Berline,8/1/2016,,22
16101,AUDI,A3 3 S3 PHASE 1,Berline,6/1/2012,,22
16102,AUDI,A3 3 S3 PHASE 2,Berline,8/1/2016,,22
16103,AUDI,A3 3 SPORTBACK PHASE 1,Berline,10/1/2012,8/31/2016,22
16104,AUDI,A3 3 SPORTBACK PHASE 2,Berline,8/1/2016,,22
16107,AUDI,A3 3 SPORTBACK S3 PHASE 1,Berline,10/1/2012,8/31/2016,22
16108,AUDI,A3 3 SPORTBACK S3 PHASE 2,Berline,8/1/2016,,22
16120,AUDI,A4 2 AVANT PHASE 2 BREAK,Break,9/1/2004,4/30/2008,36
16121,AUDI,A4 2 AVANT S4 PHASE 2 BREAK,Break,9/1/2004,4/30/2008,36
19825,AUDI,A4 2 CABRIO PHASE 2,Cabriolet,9/1/2004,4/30/2008,36
16123,AUDI,A4 2 CABRIO PHASE 2,Cabriolet,2/1/2006,4/30/2009,36
16118,AUDI,A4 2 PHASE 2,Berline,9/1/2004,4/30/2008,36
16125,AUDI,A4 2 S4 PHASE 2,Berline,9/1/2004,4/30/2008,36
16130,AUDI,A4 3 AVANT PHASE 1 BREAK,Break,5/1/2008,10/31/2011,37
16131,AUDI,A4 3 AVANT PHASE 2 BREAK,Break,10/1/2011,2/29/2016,37
16133,AUDI,A4 3 AVANT S4 PHASE 1 BREAK,Break,5/1/2008,10/31/2011,37
16134,AUDI,A4 3 AVANT S4 PHASE 2 BREAK,Break,10/1/2011,10/31/2015,37
16127,AUDI,A4 3 PHASE 1,Berline,1/1/2008,10/31/2011,37
16128,AUDI,A4 3 PHASE 2,Berline,10/1/2011,2/29/2016,37
16136,AUDI,A4 3 S4 PHASE 1,Berline,1/1/2008,10/31/2011,37
16135,AUDI,A4 3 S4 PHASE 2,Berline,10/1/2011,10/31/2015,37
16139,AUDI,A4 4 AVANT PHASE 1 BREAK,Break,10/1/2015,9/30/2019,44
16141,AUDI,A4 4 AVANT S4 PHASE 1 BREAK,Break,10/1/2015,9/30/2019,44
16137,AUDI,A4 4 PHASE 1,Berline,10/1/2015,9/30/2019,44
16142,AUDI,A4 4 S4 PHASE 1,Berline,10/1/2015,9/30/2019,44
16178,AUDI,A6 3 AVANT PHASE 1 BREAK,Break,4/1/2005,10/31/2008,25
16179,AUDI,A6 3 AVANT PHASE 2 BREAK,Break,10/1/2008,12/31/2010,25
16180,AUDI,A6 3 AVANT S6 PHASE 1 BREAK,Break,4/1/2005,10/31/2008,25
16181,AUDI,A6 3 AVANT S6 PHASE 2 BREAK,Break,10/1/2008,12/31/2010,25
16174,AUDI,A6 3 PHASE 1,Berline,5/1/2004,10/31/2008,25
16175,AUDI,A6 3 PHASE 2,Berline,10/1/2008,12/31/2010,25
16182,AUDI,A6 3 S6 PHASE 1,Berline,5/1/2004,10/31/2008,25
16183,AUDI,A6 3 S6 PHASE 2,Berline,10/1/2008,12/31/2010,25
16367,BMW,SERIE 5 E34,Berline,2/1/1988,6/30/1994,23
16369,BMW,SERIE 5 E34 TOURING BREAK,Break,2/1/1992,6/30/1994,23
19503,BMW,SERIE 7 ALPINA F02,Berline,10/1/2010,,29
16420,BMW,SERIE 7 E23,Berline,1/1/1977,6/30/1986,33
16421,BMW,SERIE 7 E32,Berline,12/1/1986,5/31/1994,34
16422,BMW,SERIE 7 E38,Berline,6/1/1994,12/31/2001,32
16423,BMW,SERIE 7 E65 PHASE 1,Berline,11/1/2001,3/31/2005,30
16424,BMW,SERIE 7 E65 PHASE 2,Berline,3/1/2005,1/31/2009,30
16425,BMW,SERIE 7 E66 LIMOUSINE PHASE 1,Berline,11/1/2001,3/31/2005,30
16426,BMW,SERIE 7 E66 LIMOUSINE PHASE 2,Berline,3/1/2005,1/31/2009,30
16429,BMW,SERIE 7 F01/F04 LIMOUSINE PHASE 1,Berline,10/1/2008,5/31/2012,29
16427,BMW,SERIE 7 F01/F04 PHASE 1,Berline,10/1/2008,5/31/2012,29
16428,BMW,SERIE 7 F01/F04 PHASE 2,Berline,6/1/2012,,29
16432,BMW,SERIE 7 F02/F04 LIMOUSINE PHASE 1,Berline,10/1/2008,5/31/2012,29
16433,BMW,SERIE 7 F02/F04 LIMOUSINE PHASE 2,Berline,6/1/2012,,29
19123,OPEL,ASTRA F CABRIOLET,Cabriolet,7/1/1994,12/31/1999,38
18166,OPEL,ASTRA F DELVAN,Fourgon,7/1/1994,9/30/1998,38
18164,OPEL,ASTRA F PHASE 1,Berline,10/1/1991,6/30/1994,38
18162,OPEL,ASTRA F PHASE 1 BREAK,Break,10/1/1991,6/30/1994,38
18165,OPEL,ASTRA F PHASE 1 CABRIOLET,Cabriolet,7/1/1993,6/30/1994,38
18160,OPEL,ASTRA F PHASE 2,Berline,7/1/1994,5/31/2000,38
19817,OPEL,ASTRA F PHASE 2,Berline,7/1/1994,9/30/1998,38
18161,OPEL,ASTRA F PHASE 2 BREAK,Break,7/1/1994,9/30/1998,38
18163,OPEL,ASTRA F PHASE 2 CABRIOLET,Cabriolet,7/1/1994,12/31/1999,38
18549,RENAULT,MEGANE 1 BREAK,Break,3/1/1999,6/30/2003,31
18543,RENAULT,MEGANE 1 PHASE 1,Berline,11/1/1995,3/31/1999,31
18547,RENAULT,MEGANE 1 PHASE 1 CABRIOLET,Cabriolet,2/1/1997,3/31/1999,31
18545,RENAULT,MEGANE 1 PHASE 1 COUPE,Coupé,11/1/1995,3/31/1999,31
18544,RENAULT,MEGANE 1 PHASE 2,Berline,3/1/1999,10/31/2002,31
18548,RENAULT,MEGANE 1 PHASE 2 CABRIOLET,Cabriolet,3/1/1999,6/30/2003,31
18546,RENAULT,MEGANE 1 PHASE 2 COUPE,Coupé,3/1/1999,9/30/2002,31
19832,VAUXHALL,ASTRA F CABRIOLET,Cabriolet,7/1/1994,12/31/1999,38
19124,VAUXHALL,ASTRA F PHASE 2,Berline,7/1/1994,9/30/1998,38
19125,VAUXHALL,ASTRA F PHASE 2 BREAK,Break,7/1/1994,3/31/1998,38
19214,VOLKSWAGEN,BEETLE 2 CABRIO PHASE 1,Cabriolet,1/1/2013,5/31/2016,98
19215,VOLKSWAGEN,BEETLE 2 CABRIO PHASE 2,Cabriolet,6/1/2016,,98
19212,VOLKSWAGEN,BEETLE 2 PHASE 1,Berline,9/1/2011,5/31/2016,98
19213,VOLKSWAGEN,BEETLE 2 PHASE 2,Berline,6/1/2016,,98
19216,VOLKSWAGEN,BORA,Berline,10/1/1998,12/31/2005,91
19217,VOLKSWAGEN,BORA BREAK,Break,6/1/1999,12/31/2005,91
19218,VOLKSWAGEN,CADDY 1,Fourgon,8/1/1983,7/31/1992,76
19219,VOLKSWAGEN,CADDY 2,Fourgon,9/1/1996,3/31/2004,77
19220,VOLKSWAGEN,CADDY 3 PHASE 1,Combi,3/1/2004,7/31/2010,74
19221,VOLKSWAGEN,CADDY 3 PHASE 2,Combi,7/1/2010,5/31/2015,74
19232,VOLKSWAGEN,GOLF 1,Berline,7/1/1980,12/31/1993,63
19233,VOLKSWAGEN,GOLF 1 CABRIOLET,Cabriolet,7/1/1981,12/31/1993,63
19234,VOLKSWAGEN,GOLF 2,Berline,1/1/1984,6/30/1992,62
19235,VOLKSWAGEN,GOLF 3,Berline,1/1/1992,12/31/1997,61
19236,VOLKSWAGEN,GOLF 3 BREAK,Break,2/1/1994,6/30/1999,61
19237,VOLKSWAGEN,GOLF 3 CABRIOLET,Cabriolet,1/1/1994,4/30/1998,61
19240,VOLKSWAGEN,GOLF 4,Berline,1/1/1998,5/31/2004,60
19239,VOLKSWAGEN,GOLF 4 BREAK,Break,6/1/1999,12/31/2005,60
19238,VOLKSWAGEN,GOLF 4 CABRIOLET,Cabriolet,4/1/1998,5/31/2004,60
19241,VOLKSWAGEN,GOLF 5,Berline,11/1/2003,10/31/2008,59
19242,VOLKSWAGEN,GOLF 5 BREAK,Break,6/1/2007,12/31/2009,59
19243,VOLKSWAGEN,GOLF 6,Berline,10/1/2008,4/30/2013,58
19244,VOLKSWAGEN,GOLF 6 BREAK,Break,10/1/2009,4/30/2013,58
19245,VOLKSWAGEN,GOLF 6 CABRIOLET,Cabriolet,6/1/2011,,58
19246,VOLKSWAGEN,GOLF 7 PHASE 1,Berline,10/1/2012,2/28/2017,57
19247,VOLKSWAGEN,GOLF 7 PHASE 1 BREAK,Break,9/1/2013,2/28/2017,57
19248,VOLKSWAGEN,GOLF 7 PHASE 2,Berline,2/1/2017,,57
19249,VOLKSWAGEN,GOLF 7 PHASE 2 BREAK,Break,2/1/2017,,57
19518,VOLKSWAGEN,GOLF 7 SOCIETE PHASE 2,Berline,2/1/2017,,57
19251,VOLKSWAGEN,GOLF PLUS PHASE 1,Berline,3/1/2005,3/31/2009,95
19250,VOLKSWAGEN,GOLF PLUS PHASE 2,Berline,4/1/2009,12/31/2014,95
19252,VOLKSWAGEN,GOLF SPORTSVAN PHASE 1,Monospace,2/1/2014,12/31/2017,97
19253,VOLKSWAGEN,GOLF SPORTSVAN PHASE 2,Monospace,10/1/2017,,97
19255,VOLKSWAGEN,JETTA 1,Berline,7/1/1981,4/30/1984,84
19256,VOLKSWAGEN,JETTA 2,Berline,4/1/1984,1/31/1992,83
19257,VOLKSWAGEN,JETTA 3,Berline,9/1/2005,12/31/2010,82
19258,VOLKSWAGEN,JETTA 4,Berline,1/1/2011,12/31/2014,81
19259,VOLKSWAGEN,JETTA 5,Berline,9/1/2014,,81
19260,VOLKSWAGEN,LT 1,Fourgon,12/1/1982,6/30/1996,88
19261,VOLKSWAGEN,LT 2,Fourgon,9/1/1996,12/31/2005,87
19829,VOLKSWAGEN,LT 2,Chassis,9/1/1996,12/31/2005,87
19262,VOLKSWAGEN,LUPO,Berline,10/1/1998,6/30/2005,90
19263,VOLKSWAGEN,NEW BEETLE 1 PHASE 1,Berline,1/1/1999,10/31/2005,99
19266,VOLKSWAGEN,NEW BEETLE 1 PHASE 1 CABRIOLET,Cabriolet,6/1/2003,10/31/2005,99
19264,VOLKSWAGEN,NEW BEETLE 1 PHASE 2,Berline,10/1/2005,10/31/2011,99
19265,VOLKSWAGEN,NEW BEETLE 1 PHASE 2 CABRIOLET,Cabriolet,10/1/2005,12/31/2011,99
19270,VOLKSWAGEN,PASSAT 2 PHASE 1,Berline,9/1/1979,3/31/1985,54
19267,VOLKSWAGEN,PASSAT 2 PHASE 1 BREAK,Break,9/1/1979,3/31/1985,54
19269,VOLKSWAGEN,PASSAT 2 PHASE 2,Berline,3/1/1985,4/30/1988,53
19268,VOLKSWAGEN,PASSAT 2 PHASE 2 BREAK,Break,3/1/1985,4/30/1988,53
19271,VOLKSWAGEN,PASSAT 3 PHASE 1,Berline,4/1/1988,11/30/1993,52
19272,VOLKSWAGEN,PASSAT 3 PHASE 1 BREAK,Break,4/1/1988,11/30/1993,52
19273,VOLKSWAGEN,PASSAT 3 PHASE 2,Berline,11/1/1993,9/30/1996,51
19274,VOLKSWAGEN,PASSAT 3 PHASE 2 BREAK,Break,11/1/1993,12/31/1996,51
19276,VOLKSWAGEN,PASSAT 4 PHASE 1,Berline,10/1/1996,10/31/2000,50
19277,VOLKSWAGEN,PASSAT 4 PHASE 1 BREAK,Break,7/1/1997,10/31/2000,50
19275,VOLKSWAGEN,PASSAT 4 PHASE 2,Berline,10/1/2000,3/31/2005,49
19278,VOLKSWAGEN,PASSAT 4 PHASE 2 BREAK,Break,10/1/2000,9/30/2005,49
19280,VOLKSWAGEN,PASSAT 5,Berline,3/1/2005,10/31/2010,48
19279,VOLKSWAGEN,PASSAT 5 BREAK,Break,9/1/2005,10/31/2010,48
19281,VOLKSWAGEN,PASSAT 5 CC COUPE,Coupé,6/1/2008,7/31/2011,47
19282,VOLKSWAGEN,PASSAT 6,Berline,10/1/2010,8/31/2014,46
19283,VOLKSWAGEN,PASSAT 6 BREAK,Break,10/1/2010,8/31/2014,46
19284,VOLKSWAGEN,PASSAT 6 CC COUPE,Coupé,11/1/2011,,47
19285,VOLKSWAGEN,PASSAT 7 PHASE 1,Berline,9/1/2014,7/31/2019,45
19286,VOLKSWAGEN,PASSAT 7 PHASE 1 BREAK,Break,9/1/2014,7/31/2019,45
19701,VOLKSWAGEN,PASSAT 7 PHASE 2,Berline,7/1/2019,,45
19702,VOLKSWAGEN,PASSAT 7 PHASE 2 BREAK,Break,7/1/2019,,45
19289,VOLKSWAGEN,POLO 1,Berline,4/1/1975,8/31/1981,68
19293,VOLKSWAGEN,POLO 2,Berline,12/1/1980,12/31/1992,67
19290,VOLKSWAGEN,POLO 2 PHASE 1,Berline,11/1/1981,10/31/1990,67
19294,VOLKSWAGEN,POLO 2 PHASE 1 COUPE,Coupé,11/1/1981,10/31/1990,67
19291,VOLKSWAGEN,POLO 2 PHASE 2,Berline,10/1/1990,6/30/1994,67
19292,VOLKSWAGEN,POLO 2 PHASE 2 COUPE,Coupé,10/1/1990,6/30/1994,67
19295,VOLKSWAGEN,POLO 2 VARIANT PHASE 1 BREAK,Break,11/1/1981,10/31/1990,67
19298,VOLKSWAGEN,POLO 3 CLASSIC/FLIGHT,Berline,3/1/1996,12/31/2001,66
19296,VOLKSWAGEN,POLO 3 PHASE 1,Berline,10/1/1994,11/30/1999,66
19297,VOLKSWAGEN,POLO 3 PHASE 2,Berline,11/1/1999,12/31/2001,66
19299,VOLKSWAGEN,POLO 3 VARIANT BREAK,Break,5/1/1996,11/30/1999,66
19301,VOLKSWAGEN,POLO 4 PHASE 2,Berline,5/1/2005,9/30/2009,65
19302,VOLKSWAGEN,POLO 5 PHASE 1,Berline,9/1/2009,5/31/2014,64
19303,VOLKSWAGEN,POLO 5 PHASE 2,Berline,2/1/2014,,64
19305,VOLKSWAGEN,POLO COUPE PHASE 1,Coupé,2/1/1983,10/31/1990,67
19306,VOLKSWAGEN,POLO COUPE PHASE 2,Coupé,10/1/1990,6/30/1994,67
19313,VOLKSWAGEN,SHARAN 1 PHASE 1,Monospace,10/1/1995,6/30/2000,80
19311,VOLKSWAGEN,SHARAN 1 PHASE 2,Monospace,6/1/2000,12/31/2003,79
19312,VOLKSWAGEN,SHARAN 1 PHASE 3,Monospace,1/1/2004,9/30/2010,79
19314,VOLKSWAGEN,SHARAN 2 PHASE 1,Monospace,6/1/2010,6/30/2015,78
19315,VOLKSWAGEN,SHARAN 2 PHASE 2,Monospace,6/1/2015,,78
19319,VOLKSWAGEN,TIGUAN 1 PHASE 1,SUV,11/1/2007,4/30/2011,94
19320,VOLKSWAGEN,TIGUAN 1 PHASE 2,SUV,4/1/2011,12/31/2016,94
19323,VOLKSWAGEN,TOUAREG 1 PHASE 1,Tout-Terrain,11/1/2002,12/31/2006,92
