opisto_id,opisto_brand_name,opisto_model_name,body_type,start,end,ovoko_ model_id
17285,ISUZU,D-MAX 1 PHASE 2,Pickup,6/1/2007,,799
17286,ISUZU,D-MAX 2 PHASE 1,Pickup,3/1/2012,2/28/2017,799
17287,ISUZU,D-MAX 2 PHASE 2,Pickup,2/1/2017,,799
19673,ISUZU,D-MAX 2 PHASE 2,Chassis,2/1/2017,,799
17288,ISUZU,SERIE N,Chassis,10/1/2003,,805
20016,ISUZU,SERIE N,Chassis,4/1/2014,,805
17289,ISUZU,TROOPER,Tout-Terrain,1/1/1991,12/31/2005,801
17307,JAGUAR,S-TYPE PHASE 1,Berline,3/1/1999,12/31/2001,820
17306,JAGUAR,S-TYPE PHASE 2,Berline,1/1/2002,12/31/2007,820
17333,JAGUAR,X-TYPE PHASE 1,Berline,6/1/2001,12/31/2007,821
17334,JAGUAR,X-TYPE PHASE 1 BREAK,Break,3/1/2004,12/31/2007,821
17336,JAGUAR,X-TYPE PHASE 2,Berline,1/1/2008,10/31/2010,821
17335,JAGUAR,X-TYPE PHASE 2 BREAK,Break,1/1/2008,10/31/2010,821
17320,JAGUAR,XJ 3,Berline,10/1/1997,9/30/2002,815
17322,JAGUAR,XJ X300 PHASE 3,Berline,10/1/1994,10/31/1997,816
17323,JAGUAR,XJ X350,Berline,3/1/2003,7/31/2009,814
17325,JAGUAR,XJ X351 PHASE 1,Berline,9/1/2009,5/31/2015,813
17324,JAGUAR,XJ X351 PHASE 2,Berline,6/1/2015,,813
17328,JAGUAR,XJ XJ40 PHASE 1,Berline,3/1/1986,6/30/1989,817
17327,JAGUAR,XJ XJ40 PHASE 2,Berline,7/1/1989,10/31/1994,817
17330,JAGUAR,XK 1 CABRIOLET,Cabriolet,10/1/1996,12/31/2005,823
17329,JAGUAR,XK 1 COUPE,Coupé,10/1/1996,12/31/2005,823
17332,JAGUAR,XK 2 CABRIOLET,Cabriolet,1/1/2006,,822
17331,JAGUAR,XK 2 COUPE,Coupé,1/1/2006,,822
17337,JEEP,CHEROKEE,Tout-Terrain,1/1/1977,12/31/1992,834
17342,JEEP,CHEROKEE 3,Tout-Terrain,1/1/2008,12/31/2013,834
17345,JEEP,COMMANDER,Tout-Terrain,3/1/2006,12/31/2009,838
17346,JEEP,COMPASS 1 PHASE 1,SUV,9/1/2006,5/31/2011,840
17347,JEEP,COMPASS 1 PHASE 2,SUV,6/1/2011,,840
20321,JEEP,COMPASS 2 PHASE 1,SUV,12/1/2016,4/30/2021,840
20334,JEEP,COMPASS 2 PHASE 2,SUV,5/1/2021,,840
17350,JEEP,GRAND CHEROKEE 1 PHASE 1,Tout-Terrain,1/1/1993,10/31/1997,833
17351,JEEP,GRAND CHEROKEE 1 PHASE 2,Tout-Terrain,11/1/1997,6/30/2005,832
17352,JEEP,GRAND CHEROKEE 2 PHASE 1,Tout-Terrain,7/1/2005,11/30/2007,831
17353,JEEP,GRAND CHEROKEE 2 PHASE 2,Tout-Terrain,12/1/2007,9/30/2010,831
17354,JEEP,GRAND CHEROKEE 3 PHASE 1,Tout-Terrain,10/1/2010,6/30/2013,830
17355,JEEP,GRAND CHEROKEE 3 PHASE 2,Tout-Terrain,6/1/2013,12/31/2016,830
17356,JEEP,GRAND CHEROKEE 3 PHASE 3,Tout-Terrain,1/1/2017,,830
17357,JEEP,PATRIOT PHASE 1,Tout-Terrain,11/1/2007,12/31/2010,837
17358,JEEP,PATRIOT PHASE 2,Tout-Terrain,1/1/2011,,837
17361,JEEP,WRANGLER,Tout-Terrain,1/1/1990,12/31/1992,835
17362,JEEP,WRANGLER 1 PHASE 1,Tout-Terrain,1/1/1987,10/31/1996,835
17363,JEEP,WRANGLER 1 PHASE 2,Tout-Terrain,10/1/1996,12/31/2006,835
17364,JEEP,WRANGLER 2,Tout-Terrain,1/1/2007,,835
17365,JEEP,WRANGLER 2 UNLIMITED,Tout-Terrain,1/1/2007,,835
17366,JEEP,WRANGLER 3,Tout-Terrain,7/1/2018,,835
17367,JEEP,WRANGLER 3 UNLIMITED,Tout-Terrain,7/1/2018,,835
17368,KIA,BESTA,Fourgon,10/1/1992,6/30/1999,872
17370,KIA,CARENS 1,Monospace,11/1/2001,7/31/2002,858
17371,KIA,CARENS 2,Monospace,7/1/2002,12/31/2006,858
17372,KIA,CARENS 3,Monospace,9/1/2006,2/28/2013,857
17373,KIA,CARENS 4 PHASE 1,Monospace,2/1/2013,12/31/2016,856
17374,KIA,CARENS 4 PHASE 2,Monospace,12/1/2016,,856
17375,KIA,CARNIVAL 1,Monospace,7/1/1999,6/30/2006,851
17376,KIA,CARNIVAL 2,Monospace,6/1/2006,9/30/2010,851
17378,KIA,CEE-D 1 PHASE 1,Berline,1/1/2007,9/30/2009,842
17380,KIA,CEE-D 1 PHASE 2,Berline,9/1/2009,5/31/2012,842
17379,KIA,CEE-D 1 SPORT WAGON PHASE 1 BREAK,Break,1/1/2007,9/30/2009,842
17381,KIA,CEE-D 1 SPORT WAGON PHASE 2 BREAK,Break,9/1/2009,5/31/2012,842
17382,KIA,CEE-D 2 PHASE 1,Berline,6/1/2012,6/30/2015,841
17383,KIA,CEE-D 2 PHASE 2,Berline,6/1/2015,,841
17384,KIA,CEE-D 2 SPORT WAGON PHASE 1 BREAK,Break,9/1/2012,6/30/2015,841
17385,KIA,CEE-D 2 SPORT WAGON PHASE 2 BREAK,Break,6/1/2015,,841
17388,KIA,CERATO,Berline,7/1/2004,5/31/2007,864
17389,KIA,CLARUS,Berline,9/1/1997,10/31/2000,860
17390,KIA,CLARUS BREAK,Break,5/1/1998,10/31/2000,860
17393,KIA,MAGENTIS 1,Berline,1/1/2002,12/31/2005,863
17394,KIA,MAGENTIS 2 PHASE 1,Berline,1/1/2006,12/31/2009,863
17395,KIA,MAGENTIS 2 PHASE 2,Berline,1/1/2010,,863
17397,KIA,OPIRUS 1,Berline,1/1/2004,11/30/2007,868
17398,KIA,OPIRUS 2,Berline,1/1/2008,12/31/2009,868
17405,KIA,PICANTO 1 PHASE 1,Berline,5/1/2004,12/31/2007,853
17406,KIA,PICANTO 1 PHASE 2,Berline,1/1/2008,3/31/2011,853
17407,KIA,PICANTO 2 PHASE 1,Berline,3/1/2011,3/31/2015,852
17408,KIA,PICANTO 2 PHASE 2,Berline,3/1/2015,,852
17410,KIA,PREGIO,Fourgon,3/1/1998,,866
17411,KIA,PRIDE,Berline,9/1/1997,10/31/2000,861
17412,KIA,PRIDE BREAK,Break,9/1/1997,10/31/2000,861
17420,KIA,RIO 1,Berline,9/1/2001,9/30/2005,850
17421,KIA,RIO 1 BREAK,Break,9/1/2001,9/30/2005,850
17422,KIA,RIO 2 PHASE 1,Berline,9/1/2005,11/30/2009,849
17423,KIA,RIO 2 PHASE 2,Berline,11/1/2009,3/31/2011,849
17424,KIA,RIO 3 PHASE 1,Berline,6/1/2011,4/30/2015,848
17425,KIA,RIO 3 PHASE 2,Berline,4/1/2015,11/30/2016,848
17427,KIA,SEPHIA 1,Berline,9/1/1993,12/31/1999,855
17428,KIA,SEPHIA 2,Berline,7/1/1998,10/31/2000,854
17429,KIA,SHUMA 1,Berline,7/1/1998,9/30/2002,862
17430,KIA,SHUMA 2,Berline,7/1/2001,12/31/2003,862
17431,KIA,SORENTO 1 PHASE 1,SUV,9/1/2002,12/31/2007,847
17432,KIA,SORENTO 1 PHASE 2,SUV,7/1/2006,5/31/2010,847
17433,KIA,SORENTO 2 PHASE 1,SUV,11/1/2009,9/30/2012,846
17434,KIA,SORENTO 2 PHASE 2,SUV,6/1/2012,2/28/2015,846
17436,KIA,SOUL 1 PHASE 1,Monospace,1/1/2009,12/31/2011,867
17437,KIA,SOUL 1 PHASE 2,Monospace,1/1/2012,6/30/2014,867
17438,KIA,SOUL 2 PHASE 1,Monospace,2/1/2014,10/31/2016,867
17439,KIA,SOUL 2 PHASE 2,Monospace,10/1/2016,,867
17440,KIA,SOUL 3,Monospace,1/1/2019,,867
17441,KIA,SPORTAGE 1,SUV,9/1/1994,9/30/2002,845
17442,KIA,SPORTAGE 1 CUTBACK,SUV,1/1/2000,12/31/2003,845
17443,KIA,SPORTAGE 2 PHASE 1,SUV,9/1/2004,11/30/2007,844
17444,KIA,SPORTAGE 2 PHASE 2,SUV,11/1/2007,9/30/2010,844
17445,KIA,SPORTAGE 3 PHASE 1,SUV,9/1/2010,3/31/2014,843
17446,KIA,SPORTAGE 3 PHASE 2,SUV,3/1/2014,2/29/2016,843
17450,KIA,VENGA PHASE 1,Monospace,1/1/2010,12/31/2014,865
17451,KIA,VENGA PHASE 2,Monospace,1/1/2015,,865
17461,LADA,MATRIUSHKA 2104 BREAK,Break,1/1/1985,,877
17463,LADA,NIVA PHASE 1,Tout-Terrain,1/1/1979,9/30/1994,876
17462,LADA,NIVA PHASE 2,Tout-Terrain,9/1/1994,,876
19519,LADA,NIVA SOCIETE PHASE 2,Tout-Terrain,9/1/1994,,876
17467,LADA,SAMARA,Berline,7/1/1986,9/30/1998,875
17469,LANCIA,BETA,Berline,1/1/1980,6/30/1986,889
17468,LANCIA,BETA CABRIOLET,Cabriolet,1/1/1976,6/30/1986,889
17470,LANCIA,BETA COUPE,Coupé,1/1/1976,6/30/1985,889
17471,LANCIA,BETA HPE,Berline,1/1/1973,6/30/1986,889
17472,LANCIA,DEDRA,Berline,11/1/1989,12/31/1999,890
17473,LANCIA,DEDRA BREAK,Break,10/1/1994,12/31/1999,890
17481,LANCIA,KAPPA,Berline,11/1/1994,2/28/2001,895
17482,LANCIA,KAPPA BREAK,Break,8/1/1996,2/28/2001,895
17483,LANCIA,KAPPA COUPE,Coupé,6/1/1997,9/30/2000,895
17484,LANCIA,LYBRA,Berline,9/1/1999,3/31/2005,891
17485,LANCIA,LYBRA BREAK,Break,9/1/1999,3/31/2005,891
17487,LANCIA,MUSA PHASE 1,Monospace,9/1/2004,10/31/2007,897
17486,LANCIA,MUSA PHASE 2,Monospace,10/1/2007,6/30/2014,897
17488,LANCIA,PHEDRA,Monospace,9/1/2002,10/31/2010,894
17489,LANCIA,PRISMA PHASE 1,Berline,5/1/1983,6/30/1986,886
17490,LANCIA,PRISMA PHASE 2,Berline,7/1/1986,6/30/1990,886
17492,LANCIA,THEMA 1 PHASE 1,Berline,1/1/1985,10/31/1988,888
17494,LANCIA,THEMA 1 PHASE 1 BREAK,Break,4/1/1987,10/31/1988,888
17491,LANCIA,THEMA 1 PHASE 2,Berline,11/1/1988,10/31/1994,888
17493,LANCIA,THEMA 1 PHASE 2 BREAK,Break,11/1/1988,10/31/1994,888
17495,LANCIA,THEMA 2,Berline,9/1/2011,,888
17496,LANCIA,THESIS,Berline,9/1/2002,12/31/2008,898
17498,LANCIA,VOYAGER,Monospace,9/1/2011,,892
17499,LANCIA,Y10 1,Berline,7/1/1985,10/31/1992,884
17500,LANCIA,Y10 2,Berline,10/1/1992,6/30/1996,884
17501,LANCIA,YPSILON 3 PHASE 1,Berline,1/1/1996,9/30/2000,896
17502,LANCIA,YPSILON 3 PHASE 2,Berline,9/1/2000,10/31/2003,896
17503,LANCIA,YPSILON 4 PHASE 1,Berline,10/1/2003,10/31/2006,896
17504,LANCIA,YPSILON 4 PHASE 2,Berline,10/1/2006,6/30/2011,896
17505,LANCIA,YPSILON 5,Berline,6/1/2011,,896
19979,LANCIA,ZETA PHASE 1,Monospace,6/1/1994,10/31/1998,893
19980,LANCIA,ZETA PHASE 2,Monospace,10/1/1998,5/31/2002,893
17508,LAND ROVER,DEFENDER 1,Tout-Terrain,1/1/1983,10/31/2001,914
17509,LAND ROVER,DEFENDER 2,Tout-Terrain,10/1/2001,10/31/2002,914
17510,LAND ROVER,DEFENDER 3,Tout-Terrain,10/1/2002,9/30/2003,914
17512,LAND ROVER,DEFENDER 4 PHASE 1,Tout-Terrain,9/1/2003,10/31/2006,914
17511,LAND ROVER,DEFENDER 4 PHASE 2,Pickup,10/1/2006,,913
17514,LAND ROVER,DISCOVERY 1 PHASE 1,Tout-Terrain,1/1/1990,2/28/1994,902
17513,LAND ROVER,DISCOVERY 1 PHASE 2,Tout-Terrain,2/1/1994,9/30/1998,902
17515,LAND ROVER,DISCOVERY 1 PHASE 3,Tout-Terrain,9/1/1998,7/31/2000,902
17518,LAND ROVER,DISCOVERY 2 PHASE 1,Tout-Terrain,7/1/2000,6/30/2002,901
17516,LAND ROVER,DISCOVERY 2 PHASE 2,Tout-Terrain,6/1/2002,6/30/2003,901
17517,LAND ROVER,DISCOVERY 2 PHASE 3,Tout-Terrain,7/1/2003,9/30/2004,901
17519,LAND ROVER,DISCOVERY 3,Tout-Terrain,9/1/2004,9/30/2009,900
17520,LAND ROVER,DISCOVERY 4 PHASE 1,Tout-Terrain,9/1/2009,9/30/2013,899
17521,LAND ROVER,DISCOVERY 4 PHASE 2,Tout-Terrain,9/1/2013,,899
17527,LAND ROVER,FREELANDER 1 PHASE 1,Tout-Terrain,1/1/1998,7/31/2000,904
17525,LAND ROVER,FREELANDER 1 PHASE 2,Tout-Terrain,10/1/2000,10/31/2001,904
17526,LAND ROVER,FREELANDER 1 PHASE 3,Tout-Terrain,10/1/2001,9/30/2002,904
17524,LAND ROVER,FREELANDER 1 PHASE 4,Tout-Terrain,9/1/2002,11/30/2003,904
17528,LAND ROVER,FREELANDER 1 PHASE 5,Tout-Terrain,11/1/2003,12/31/2006,904
17529,LAND ROVER,FREELANDER 2,Tout-Terrain,1/1/2007,,903
17540,LAND ROVER,RANGE ROVER 1 EVOQUE PHASE 1,Tout-Terrain,6/1/2011,6/30/2015,912
17541,LAND ROVER,RANGE ROVER 1 EVOQUE PHASE 2,Tout-Terrain,6/1/2015,,912
17542,LAND ROVER,RANGE ROVER 1 EVOQUE PHASE 2 CABRIOLET,Cabriolet,2/1/2016,,912
17531,LAND ROVER,RANGE ROVER 1 PHASE 1,Tout-Terrain,7/1/1979,11/30/1989,911
17532,LAND ROVER,RANGE ROVER 1 PHASE 2,Tout-Terrain,11/1/1989,2/28/1995,910
17544,LAND ROVER,RANGE ROVER 1 SPORT PHASE 1,Tout-Terrain,5/1/2005,9/30/2009,907
17545,LAND ROVER,RANGE ROVER 1 SPORT PHASE 2,Tout-Terrain,9/1/2009,12/31/2012,907
17533,LAND ROVER,RANGE ROVER 2 PHASE 1,Tout-Terrain,10/1/1994,7/31/2000,909
17534,LAND ROVER,RANGE ROVER 2 PHASE 2,Tout-Terrain,7/1/2000,9/30/2002,909
19474,LAND ROVER,RANGE ROVER 2 SPORT PHASE 1,SUV,11/1/2015,8/31/2019,906
19475,LAND ROVER,RANGE ROVER 2 SPORT PHASE 2,Tout-Terrain,11/1/2017,,906
17537,LAND ROVER,RANGE ROVER 3 PHASE 1,Tout-Terrain,3/1/2002,5/31/2005,908
17535,LAND ROVER,RANGE ROVER 3 PHASE 2,Tout-Terrain,5/1/2005,9/30/2009,908
17536,LAND ROVER,RANGE ROVER 3 PHASE 3,Tout-Terrain,7/1/2009,9/30/2012,908
17538,LAND ROVER,RANGE ROVER 4 PHASE 1,Tout-Terrain,9/1/2012,12/31/2017,905
17539,LAND ROVER,RANGE ROVER 4 PHASE 2,Tout-Terrain,1/1/2018,,905
17550,LEXUS,CT PHASE 1,Berline,1/1/2011,2/28/2014,931
17549,LEXUS,CT PHASE 2,Berline,2/1/2014,12/31/2017,931
17551,LEXUS,CT PHASE 3,Berline,1/1/2018,,931
17555,LEXUS,GS 1,Berline,12/1/1993,12/31/1997,926
17553,LEXUS,GS 2,Berline,1/1/1998,4/30/2005,926
17554,LEXUS,GS 3,Berline,4/1/2005,8/31/2010,925
17561,LEXUS,IS 1,Berline,3/1/1999,12/31/2005,917
17562,LEXUS,IS 1 SPORT CROSS BREAK,Break,1/1/2001,12/31/2005,917
17563,LEXUS,IS 2 PHASE 1,Berline,1/1/2006,8/31/2010,916
17565,LEXUS,IS 2 PHASE 1 CABRIOLET,Cabriolet,7/1/2009,8/31/2010,916
17564,LEXUS,IS 2 PHASE 2,Berline,8/1/2010,2/28/2013,916
17566,LEXUS,IS 2 PHASE 2 CABRIOLET,Cabriolet,8/1/2010,12/31/2012,916
20343,LEXUS,IS 3,Berline,8/1/2015,,915
17567,LEXUS,IS 3 PHASE 1,Berline,3/1/2013,,915
17568,LEXUS,IS 3 PHASE 2,Berline,11/1/2016,,915
17573,LEXUS,LS,Berline,12/1/2000,12/31/2006,922
17571,LEXUS,LS PHASE 1,Berline,7/1/1990,3/31/1995,923
17575,LEXUS,LS PHASE 3,Berline,4/1/2013,,924
17581,LEXUS,NX PHASE 1,SUV,9/1/2014,10/31/2017,932
17582,LEXUS,NX PHASE 2,SUV,10/1/2017,,932
17584,LEXUS,RX 2,SUV,5/1/2003,6/30/2009,920
20182,LEXUS,RX 300,SUV,1/1/1998,2/28/2003,921
17591,LEXUS,SC CABRIOLET,Cabriolet,5/1/2001,8/31/2010,928
20099,LIGIER PROFESSIONAL,NOVA,Berline,8/1/2002,,933
19626,LOTUS,ELISE CABRIOLET,Cabriolet,6/1/2007,,943
19689,LOTUS,ELISE COUPE,Coupé,6/1/2007,,943
19658,MASERATI,QUATTROPORTE,Berline,9/1/2013,,949
17594,MAZDA,121 1,Berline,7/1/1988,6/30/1991,988
17595,MAZDA,121 2,Berline,7/1/1991,3/31/1996,987
17598,MAZDA,45323,Berline,3/1/2003,9/30/2007,991
17599,MAZDA,2 2 PHASE 1,Berline,9/1/2007,2/28/2011,990
17600,MAZDA,2 2 PHASE 2,Berline,3/1/2011,,990
17602,MAZDA,3 1 PHASE 1,Berline,10/1/2003,6/30/2006,980
17603,MAZDA,3 1 PHASE 2,Berline,7/1/2006,6/30/2009,979
17604,MAZDA,3 2 PHASE 1,Berline,6/1/2009,10/31/2011,978
17605,MAZDA,3 2 PHASE 2,Berline,9/1/2011,12/31/2013,978
17606,MAZDA,3 3 PHASE 1,Berline,9/1/2013,10/31/2016,977
17609,MAZDA,323 2,Berline,7/1/1981,6/30/1985,959
17610,MAZDA,323 2 BREAK,Break,7/1/1982,6/30/1986,957
17611,MAZDA,323 3 PHASE 1,Berline,7/1/1985,9/30/1987,956
17614,MAZDA,323 3 PHASE 1 BREAK,Break,7/1/1985,9/30/1987,956
17612,MAZDA,323 3 PHASE 2,Berline,9/1/1987,10/31/1989,956
17613,MAZDA,323 3 PHASE 2 BREAK,Break,9/1/1987,10/31/1989,956
17618,MAZDA,323 4,Berline,10/1/1989,8/31/1994,955
17617,MAZDA,323 4 PHASE 1,Berline,10/1/1989,7/31/1991,955
17620,MAZDA,323 4 PHASE 1 BREAK,Break,1/1/1990,6/30/1991,955
17616,MAZDA,323 4 PHASE 2,Berline,7/1/1991,3/31/1996,955
17619,MAZDA,323 4 PHASE 2 BREAK,Break,7/1/1991,6/30/1995,955
17615,MAZDA,323 4 PHASE 2 COUPE,Coupé,7/1/1991,3/31/1996,955
17622,MAZDA,323 5 PHASE 1,Berline,10/1/1994,5/31/1996,953
17621,MAZDA,323 5 PHASE 2,Berline,6/1/1996,8/31/1998,953
17623,MAZDA,323 5 PHASE 2 COUPE,Coupé,6/1/1996,8/31/1998,953
17624,MAZDA,323 6,Berline,2/1/1997,3/31/2004,950
17626,MAZDA,5 1 PHASE 1,Monospace,6/1/2005,10/31/2008,999
17625,MAZDA,5 1 PHASE 2,Monospace,1/1/2008,10/31/2010,999
17627,MAZDA,45414,Monospace,10/1/2010,,998
17629,MAZDA,6 1 PHASE 1,Berline,4/1/2002,6/30/2005,969
17630,MAZDA,6 1 PHASE 1 BREAK,Break,8/1/2002,6/30/2005,969
17628,MAZDA,6 1 PHASE 2,Berline,6/1/2005,10/31/2008,969
17631,MAZDA,6 1 PHASE 2 BREAK,Break,6/1/2005,10/31/2008,969
17632,MAZDA,6 2 PHASE 1,Berline,1/1/2008,7/31/2010,968
17634,MAZDA,6 2 PHASE 1 BREAK,Break,3/1/2008,7/31/2010,968
17633,MAZDA,6 2 PHASE 2,Berline,3/1/2010,12/31/2012,968
17635,MAZDA,6 2 PHASE 2 BREAK,Break,3/1/2010,12/31/2012,968
17636,MAZDA,6 3 PHASE 1,Berline,1/1/2013,6/30/2017,967
17637,MAZDA,6 3 PHASE 1 BREAK,Break,1/1/2013,6/30/2017,967
17642,MAZDA,626 1 PHASE 1 COUPE,Coupé,9/1/1978,12/31/1982,966
17641,MAZDA,626 1 PHASE 2,Berline,7/1/1981,2/28/1983,966
17643,MAZDA,626 1 PHASE 2 COUPE,Coupé,1/1/1983,10/31/1987,965
17644,MAZDA,626 1 PHASE 3 COUPE,Coupé,10/1/1987,1/31/1992,964
17646,MAZDA,626 2 PHASE 1,Berline,2/1/1983,11/30/1985,965
17645,MAZDA,626 2 PHASE 2,Berline,11/1/1985,11/30/1987,965
17647,MAZDA,626 2 PHASE 3,Berline,11/1/1987,1/31/1992,964
17648,MAZDA,626 3,Berline,1/1/1992,1/31/1997,963
17651,MAZDA,626 3 BREAK,Break,10/1/1988,3/31/1996,964
17649,MAZDA,626 3 PHASE 1,Berline,1/1/1992,12/31/1995,963
17650,MAZDA,626 3 PHASE 2,Berline,1/1/1996,9/30/1997,963
17652,MAZDA,626 4 PHASE 1,Berline,7/1/1997,12/31/1999,962
17654,MAZDA,626 4 PHASE 1 BREAK,Break,11/1/1997,6/30/2000,962
17653,MAZDA,626 4 PHASE 2,Berline,1/1/2000,10/31/2002,962
17655,MAZDA,626 4 PHASE 2 BREAK,Break,7/1/2000,10/31/2002,962
17658,MAZDA,929 1 BREAK,Break,7/1/1981,6/30/1984,993
17657,MAZDA,929 1 COUPE,Coupé,7/1/1982,6/30/1984,993
17659,MAZDA,929 2,Berline,7/1/1984,6/30/1987,993
17660,MAZDA,929 2 COUPE,Coupé,7/1/1984,6/30/1987,993
17661,MAZDA,929 3,Berline,7/1/1987,8/31/1990,993
17662,MAZDA,929 3 PHASE 1,Berline,7/1/1987,8/31/1990,993
17663,MAZDA,929 3 PHASE 2,Berline,1/1/1990,4/30/1992,993
17664,MAZDA,B1800,Pickup,10/1/1981,8/31/1985,974
17665,MAZDA,B2000,Pickup,5/1/1985,7/31/1997,970
17666,MAZDA,B2200,Pickup,9/1/1987,7/31/1997,970
17667,MAZDA,B2500,Pickup,9/1/1987,7/31/1997,972
17668,MAZDA,B2600,Pickup,9/1/1987,7/31/1997,975
17680,MAZDA,DEMIO PHASE 1 BREAK,Break,7/1/1988,6/30/2000,992
17681,MAZDA,DEMIO PHASE 2 BREAK,Break,7/1/2000,8/31/2003,992
17685,MAZDA,MX3 PHASE 1 COUPE,Coupé,7/1/1991,12/31/1994,989
17686,MAZDA,MX3 PHASE 2 COUPE,Coupé,10/1/1994,3/31/1999,989
17687,MAZDA,MX5 1 CABRIOLET,Cabriolet,1/1/1990,2/28/1998,983
17688,MAZDA,MX5 2 PHASE 1 CABRIOLET,Cabriolet,5/1/1998,12/31/2000,982
17689,MAZDA,MX5 2 PHASE 2 CABRIOLET,Cabriolet,1/1/2001,10/31/2005,982
17691,MAZDA,MX5 3 PHASE 1 CABRIOLET,Cabriolet,10/1/2005,10/31/2008,981
17690,MAZDA,MX5 3 PHASE 2 CABRIOLET,Cabriolet,10/1/2008,6/30/2015,981
17694,MAZDA,PREMACY,Monospace,7/1/1999,6/30/2005,996
17695,MAZDA,RX7 1 COUPE,Coupé,3/1/1978,6/30/1985,986
17696,MAZDA,RX7 2 PHASE 1 COUPE,Coupé,7/1/1987,6/30/1989,986
17698,MAZDA,RX7 2 PHASE 2 CABRIOLET,Cabriolet,7/1/1989,1/31/1992,986
17697,MAZDA,RX7 2 PHASE 2 COUPE,Coupé,7/1/1989,1/31/1992,986
17699,MAZDA,RX7 3 COUPE,Coupé,9/1/1992,12/31/1995,986
17701,MAZDA,RX8 PHASE 1 COUPE,Coupé,7/1/2003,10/31/2008,985
17700,MAZDA,RX8 PHASE 2 COUPE,Coupé,10/1/2008,7/31/2010,985
17703,MAZDA,XEDOS 6,Berline,1/1/1993,9/30/1999,997
19484,MAZDA,XEDOS 6 PHASE 1,Berline,2/1/1994,10/31/2000,997
18149,OPEL,ADAM,Berline,9/1/2012,,202
18150,OPEL,AGILA A,Monospace,8/1/2000,12/31/2007,172
18151,OPEL,AGILA B,Monospace,3/1/2008,12/31/2014,173
18153,OPEL,AMPERA E,Berline,2/1/2017,,200
18154,OPEL,ANTARA PHASE 1,SUV,1/1/2007,11/30/2010,191
18155,OPEL,ANTARA PHASE 2,SUV,11/1/2010,,191
20274,OPEL,ANTARA PHASE 2,SUV,11/1/2010,9/30/2014,191
18157,OPEL,ASCONA B,Berline,9/1/1975,7/31/1981,165
18158,OPEL,ASCONA C,Berline,7/1/1981,6/30/1988,166
18159,OPEL,ASCONA C CABRIOLET,Cabriolet,7/1/1981,6/30/1988,166
18169,OPEL,ASTRA G,Berline,4/1/1998,10/31/2005,122
19818,OPEL,ASTRA G,Berline,4/1/1998,4/30/2004,122
18168,OPEL,ASTRA G BREAK,Break,4/1/1998,9/30/2004,122
18170,OPEL,ASTRA G CABRIOLET,Cabriolet,2/1/2001,10/31/2005,122
18167,OPEL,ASTRA G COUPE,Coupé,5/1/2000,2/28/2005,122
18171,OPEL,ASTRA G DELVAN,Fourgon,4/1/1998,4/30/2005,122
18176,OPEL,ASTRA H DELVAN PHASE 2,Fourgon,1/1/2007,4/30/2011,123
18178,OPEL,ASTRA H GTC PHASE 1,Berline,2/1/2005,12/31/2006,123
18177,OPEL,ASTRA H GTC PHASE 2,Berline,1/1/2007,6/30/2011,123
18172,OPEL,ASTRA H PHASE 1,Berline,4/1/2004,12/31/2006,123
19816,OPEL,ASTRA H PHASE 1 BREAK,Break,4/1/2004,12/31/2006,123
18173,OPEL,ASTRA H PHASE 1 BREAK,Break,9/1/2004,12/31/2006,123
18175,OPEL,ASTRA H PHASE 2,Berline,1/1/2007,12/31/2010,123
18174,OPEL,ASTRA H PHASE 2 BREAK,Break,1/1/2007,4/30/2011,123
18179,OPEL,ASTRA H TWINTOP CABRIOLET,Cabriolet,3/1/2006,12/31/2011,123
18185,OPEL,ASTRA J GTC,Berline,7/1/2011,,124
18181,OPEL,ASTRA J PHASE 1,Berline,1/1/2010,6/30/2012,124
18180,OPEL,ASTRA J PHASE 2,Berline,7/1/2012,12/31/2016,124
18184,OPEL,ASTRA J SPORTS TOURER PHASE 1 BREAK,Break,1/1/2010,6/30/2012,124
18183,OPEL,ASTRA J SPORTS TOURER PHASE 2 BREAK,Break,7/1/2012,8/31/2016,124
18188,OPEL,CALIBRA COUPE,Coupé,1/1/1990,6/30/1997,167
18189,OPEL,CAMPO,Pickup,7/1/1992,12/31/2001,177
18191,OPEL,COMBO B,Fourgon,8/1/1993,12/31/2001,148
18192,OPEL,COMBO C PHASE 1,Fourgon,1/1/2002,7/31/2004,149
18193,OPEL,COMBO C PHASE 2,Combi,7/1/2004,12/31/2011,149
18194,OPEL,COMBO D,Combi,1/1/2012,,150
19155,OPEL,COMBO D PHASE 2,Fourgon,7/1/2004,12/31/2012,149
18196,OPEL,COMMODORE,Berline,5/1/1981,12/31/1982,183
18197,OPEL,CORSA A PHASE 1,Berline,10/1/1982,6/30/1990,133
18198,OPEL,CORSA A PHASE 2,Berline,7/1/1990,3/31/1993,133
18199,OPEL,CORSA B PHASE 1,Berline,3/1/1993,4/30/1997,134
18200,OPEL,CORSA B PHASE 2,Berline,4/1/1997,10/31/2000,134
18202,OPEL,CORSA C PHASE 1,Berline,10/1/2000,8/31/2003,135
18203,OPEL,CORSA C PHASE 2,Berline,8/1/2003,9/30/2006,135
18204,OPEL,CORSA D PHASE 1,Berline,9/1/2006,12/31/2010,136
18205,OPEL,CORSA D PHASE 2,Berline,1/1/2011,3/31/2015,136
18206,OPEL,CORSA E,Berline,11/1/2014,,137
